event_id,user_id,account_id,feature_name,event_type,timestamp
fw_evt_00000060,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-16 12:23:00
fw_evt_00000061,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-08 07:14:00
fw_evt_00000062,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-05 22:32:00
fw_evt_00000063,fw_usr_0000003,fw_acc_00003,notification_settings,used,2025-11-14 17:25:00
fw_evt_00000064,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-03 15:42:00
fw_evt_00000065,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-29 09:42:00
fw_evt_00000066,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-01-06 08:12:00
fw_evt_00000067,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-21 10:56:00
fw_evt_00000068,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-13 11:31:00
fw_evt_00000069,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2025-11-07 16:58:00
fw_evt_00000070,fw_usr_0000003,fw_acc_00003,analysis_view,used,2026-01-27 11:21:00
fw_evt_00000071,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-22 13:57:00
fw_evt_00000072,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-05 16:25:00
fw_evt_00000073,fw_usr_0000003,fw_acc_00003,analysis_view,used,2026-01-22 12:12:00
fw_evt_00000074,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-04 18:57:00
fw_evt_00000075,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-14 15:05:00
fw_evt_00000076,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-01-19 09:13:00
fw_evt_00000077,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-11 16:23:00
fw_evt_00000078,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-26 12:28:00
fw_evt_00000079,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-17 14:09:00
fw_evt_00000080,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-02-03 13:58:00
fw_evt_00000081,fw_usr_0000003,fw_acc_00003,manual_transaction,used,2026-01-25 18:07:00
fw_evt_00000082,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-14 21:30:00
fw_evt_00000083,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-08 20:28:00
fw_evt_00000084,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-23 17:59:00
fw_evt_00000085,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-01-19 13:31:00
fw_evt_00000086,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-02 10:35:00
fw_evt_00000087,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-19 22:41:00
fw_evt_00000088,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-20 18:43:00
fw_evt_00000089,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-08 14:55:00
fw_evt_00000090,fw_usr_0000003,fw_acc_00003,notification_settings,used,2025-12-09 20:24:00
fw_evt_00000091,fw_usr_0000003,fw_acc_00003,budget_setup,blocked,2025-11-07 10:30:00
fw_evt_00000092,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-03 19:52:00
fw_evt_00000093,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2025-12-04 15:26:00
fw_evt_00000094,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-05 21:38:00
fw_evt_00000095,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-18 15:12:00
fw_evt_00000096,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-05 09:56:00
fw_evt_00000097,fw_usr_0000003,fw_acc_00003,analysis_view,used,2026-02-26 20:57:00
fw_evt_00000098,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-03 13:38:00
fw_evt_00000099,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-27 10:31:00
fw_evt_00000100,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-02-23 20:06:00
fw_evt_00000101,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-02 15:37:00
fw_evt_00000102,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2025-12-27 12:51:00
fw_evt_00000103,fw_usr_0000003,fw_acc_00003,notification_settings,used,2026-01-26 09:55:00
fw_evt_00000104,fw_usr_0000003,fw_acc_00003,notification_settings,used,2026-01-18 08:16:00
fw_evt_00000105,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-15 16:45:00
fw_evt_00000106,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-09 07:06:00
fw_evt_00000107,fw_usr_0000003,fw_acc_00003,analysis_view,used,2026-02-16 13:33:00
fw_evt_00000108,fw_usr_0000003,fw_acc_00003,notification_settings,used,2025-11-30 20:05:00
fw_evt_00000109,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-08 10:14:00
fw_evt_00000110,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-24 16:40:00
fw_evt_00000111,fw_usr_0000003,fw_acc_00003,budget_setup,blocked,2025-11-10 22:13:00
fw_evt_00000112,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-03 16:55:00
fw_evt_00000113,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2026-01-03 16:29:00
fw_evt_00000114,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2025-11-28 17:31:00
fw_evt_00000115,fw_usr_0000003,fw_acc_00003,manual_transaction,used,2025-12-20 15:03:00
fw_evt_00000116,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-14 18:01:00
fw_evt_00000117,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-04 15:54:00
fw_evt_00000118,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-03-01 13:49:00
fw_evt_00000119,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-02-09 15:07:00
fw_evt_00000120,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-12-11 17:26:00
fw_evt_00000121,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-04 08:29:00
fw_evt_00000122,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-19 09:22:00
fw_evt_00000123,fw_usr_0000003,fw_acc_00003,budget_setup,blocked,2026-01-21 19:42:00
fw_evt_00000124,fw_usr_0000003,fw_acc_00003,analysis_view,used,2025-12-02 09:29:00
fw_evt_00000125,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-01-14 18:48:00
fw_evt_00000126,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-29 20:09:00
fw_evt_00000127,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-25 19:25:00
fw_evt_00000128,fw_usr_0000003,fw_acc_00003,notification_settings,used,2025-12-16 09:27:00
fw_evt_00000129,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-25 08:05:00
fw_evt_00000130,fw_usr_0000003,fw_acc_00003,category_edit,used,2026-01-18 13:03:00
fw_evt_00000131,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-12-03 19:01:00
fw_evt_00000132,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-08 11:04:00
fw_evt_00000133,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-20 14:24:00
fw_evt_00000134,fw_usr_0000003,fw_acc_00003,category_edit,used,2026-01-09 09:34:00
fw_evt_00000135,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-01-22 22:52:00
fw_evt_00000136,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-01-04 18:52:00
fw_evt_00000137,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2026-02-15 19:00:00
fw_evt_00000138,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-03 11:01:00
fw_evt_00000139,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2025-11-14 17:51:00
fw_evt_00000140,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-15 17:24:00
fw_evt_00000141,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-07 11:15:00
fw_evt_00000142,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2025-12-18 13:11:00
fw_evt_00000143,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-02-16 12:11:00
fw_evt_00000144,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2025-12-05 15:45:00
fw_evt_00000145,fw_usr_0000003,fw_acc_00003,budget_setup,blocked,2025-11-17 15:58:00
fw_evt_00000146,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-28 15:25:00
fw_evt_00000147,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2026-01-29 07:32:00
fw_evt_00000148,fw_usr_0000003,fw_acc_00003,transaction_view,used,2026-01-11 16:41:00
fw_evt_00000149,fw_usr_0000003,fw_acc_00003,manual_transaction,used,2026-02-01 08:24:00
fw_evt_00000150,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2025-11-27 08:38:00
fw_evt_00000151,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-19 21:19:00
fw_evt_00000152,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-06 13:18:00
fw_evt_00000153,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-11-04 14:48:00
fw_evt_00000154,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-04 07:03:00
fw_evt_00000155,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-02-04 08:38:00
fw_evt_00000156,fw_usr_0000003,fw_acc_00003,savings_goal,blocked,2026-01-18 17:52:00
fw_evt_00000157,fw_usr_0000003,fw_acc_00003,analysis_view,abandoned,2026-01-09 15:16:00
fw_evt_00000158,fw_usr_0000003,fw_acc_00003,bill_tracking,blocked,2026-01-31 17:52:00
fw_evt_00000159,fw_usr_0000003,fw_acc_00003,notification_settings,used,2025-11-28 09:39:00
fw_evt_00000160,fw_usr_0000003,fw_acc_00003,transaction_view,used,2025-12-17 09:32:00
fw_evt_00000161,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-07-01 15:52:00
fw_evt_00000162,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-11-07 18:49:00
fw_evt_00000163,fw_usr_0000004,fw_acc_00004,manual_transaction,abandoned,2025-02-06 21:08:00
fw_evt_00000164,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-11-12 18:36:00
fw_evt_00000165,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-16 20:00:00
fw_evt_00000166,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-10-10 16:06:00
fw_evt_00000167,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-13 16:17:00
fw_evt_00000168,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-02-20 22:19:00
fw_evt_00000169,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-04-22 11:22:00
fw_evt_00000170,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2025-11-21 09:47:00
fw_evt_00000171,fw_usr_0000004,fw_acc_00004,notification_settings,used,2026-02-28 07:48:00
fw_evt_00000172,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-06 13:42:00
fw_evt_00000173,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-07-13 12:51:00
fw_evt_00000174,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-11-28 16:49:00
fw_evt_00000175,fw_usr_0000004,fw_acc_00004,manual_transaction,abandoned,2025-04-09 21:20:00
fw_evt_00000176,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-21 20:49:00
fw_evt_00000177,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-06 21:45:00
fw_evt_00000178,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-04-27 21:46:00
fw_evt_00000179,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-28 14:27:00
fw_evt_00000180,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-10-09 16:06:00
fw_evt_00000181,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2025-11-15 20:30:00
fw_evt_00000182,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-08-03 19:04:00
fw_evt_00000183,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2025-01-30 09:02:00
fw_evt_00000184,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-22 15:59:00
fw_evt_00000185,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-12-04 14:01:00
fw_evt_00000186,fw_usr_0000004,fw_acc_00004,manual_transaction,abandoned,2025-10-25 13:30:00
fw_evt_00000187,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-09-13 19:35:00
fw_evt_00000188,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-02-09 14:11:00
fw_evt_00000189,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-06-16 22:05:00
fw_evt_00000190,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-08-17 17:34:00
fw_evt_00000191,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-10-16 12:09:00
fw_evt_00000192,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-03-23 20:31:00
fw_evt_00000193,fw_usr_0000004,fw_acc_00004,notification_settings,used,2025-11-22 12:22:00
fw_evt_00000194,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-09-05 21:50:00
fw_evt_00000195,fw_usr_0000004,fw_acc_00004,notification_settings,used,2025-06-29 22:20:00
fw_evt_00000196,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2026-03-01 09:25:00
fw_evt_00000197,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-28 22:10:00
fw_evt_00000198,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-18 22:56:00
fw_evt_00000199,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-05-17 13:20:00
fw_evt_00000200,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-02-03 22:26:00
fw_evt_00000201,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-03-28 21:16:00
fw_evt_00000202,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-01-28 19:23:00
fw_evt_00000203,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-09-06 20:06:00
fw_evt_00000204,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-14 12:09:00
fw_evt_00000205,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-05-05 11:59:00
fw_evt_00000206,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-03-16 19:05:00
fw_evt_00000207,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-12 09:56:00
fw_evt_00000208,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-08-16 15:20:00
fw_evt_00000209,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-10-04 19:42:00
fw_evt_00000210,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-02 20:23:00
fw_evt_00000211,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-06-27 08:06:00
fw_evt_00000212,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-06-24 18:33:00
fw_evt_00000213,fw_usr_0000004,fw_acc_00004,notification_settings,used,2025-09-11 21:52:00
fw_evt_00000214,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-03-31 11:37:00
fw_evt_00000215,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-03-27 15:01:00
fw_evt_00000216,fw_usr_0000004,fw_acc_00004,analysis_view,used,2026-01-26 13:40:00
fw_evt_00000217,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-01-21 11:16:00
fw_evt_00000218,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-05-24 07:59:00
fw_evt_00000219,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-17 22:28:00
fw_evt_00000220,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-03-20 12:24:00
fw_evt_00000221,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2026-01-14 17:18:00
fw_evt_00000222,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-01-28 14:06:00
fw_evt_00000223,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-04-12 17:22:00
fw_evt_00000224,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-03-14 10:57:00
fw_evt_00000225,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-04-21 20:13:00
fw_evt_00000226,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-31 12:44:00
fw_evt_00000227,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2025-08-10 18:41:00
fw_evt_00000228,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2026-02-01 16:37:00
fw_evt_00000229,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-05-11 20:12:00
fw_evt_00000230,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-04-15 20:06:00
fw_evt_00000231,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-05 19:30:00
fw_evt_00000232,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-04-08 17:11:00
fw_evt_00000233,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-05-01 10:46:00
fw_evt_00000234,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2026-02-17 08:54:00
fw_evt_00000235,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-08-02 08:45:00
fw_evt_00000236,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-10-05 16:49:00
fw_evt_00000237,fw_usr_0000004,fw_acc_00004,manual_transaction,abandoned,2025-06-02 22:24:00
fw_evt_00000238,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-02-09 16:29:00
fw_evt_00000239,fw_usr_0000004,fw_acc_00004,category_edit,used,2026-01-19 16:45:00
fw_evt_00000240,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-05-10 14:04:00
fw_evt_00000241,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-07-30 07:49:00
fw_evt_00000242,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-04-23 07:20:00
fw_evt_00000243,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-02-22 07:58:00
fw_evt_00000244,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-10-28 19:29:00
fw_evt_00000245,fw_usr_0000004,fw_acc_00004,analysis_view,abandoned,2025-08-23 15:46:00
fw_evt_00000246,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2026-02-10 12:20:00
fw_evt_00000247,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-07-20 10:55:00
fw_evt_00000248,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2026-01-09 09:00:00
fw_evt_00000249,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-11-12 10:07:00
fw_evt_00000250,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-07-11 14:03:00
fw_evt_00000251,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-09-21 14:44:00
fw_evt_00000252,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-08-19 12:38:00
fw_evt_00000253,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-07-10 21:30:00
fw_evt_00000254,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-10-25 13:01:00
fw_evt_00000255,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-09-17 18:44:00
fw_evt_00000256,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-10-22 16:42:00
fw_evt_00000257,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-07-17 12:46:00
fw_evt_00000258,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-05-26 21:01:00
fw_evt_00000259,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-15 12:23:00
fw_evt_00000260,fw_usr_0000004,fw_acc_00004,manual_transaction,used,2025-07-10 22:02:00
fw_evt_00000261,fw_usr_0000004,fw_acc_00004,bill_tracking,blocked,2025-09-08 21:08:00
fw_evt_00000262,fw_usr_0000004,fw_acc_00004,budget_setup,blocked,2025-05-13 17:32:00
fw_evt_00000263,fw_usr_0000004,fw_acc_00004,savings_goal,blocked,2025-06-21 08:39:00
fw_evt_00000264,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-12-11 20:54:00
fw_evt_00000265,fw_usr_0000004,fw_acc_00004,manual_transaction,abandoned,2026-01-20 11:52:00
fw_evt_00000266,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-07-27 13:59:00
fw_evt_00000267,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-01-25 21:41:00
fw_evt_00000268,fw_usr_0000004,fw_acc_00004,category_edit,used,2025-02-08 13:49:00
fw_evt_00000269,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-11-17 07:03:00
fw_evt_00000270,fw_usr_0000004,fw_acc_00004,transaction_view,used,2026-01-28 15:21:00
fw_evt_00000271,fw_usr_0000004,fw_acc_00004,analysis_view,used,2025-09-25 22:22:00
fw_evt_00000272,fw_usr_0000004,fw_acc_00004,transaction_view,used,2025-06-25 07:13:00
