account_id,step_name,completed,completed_at
fw_acc_00012,set_first_goal,False,
fw_acc_00012,customise_first_category,False,
fw_acc_00013,link_first_account,True,2025-10-25
fw_acc_00013,complete_profile_setup,True,2025-10-29
fw_acc_00013,view_first_spending_summary,False,
fw_acc_00013,link_second_account,False,
fw_acc_00013,set_first_goal,False,
fw_acc_00013,customise_first_category,True,2025-10-31
fw_acc_00014,link_first_account,False,
fw_acc_00014,complete_profile_setup,False,
fw_acc_00014,view_first_spending_summary,False,
fw_acc_00014,link_second_account,False,
fw_acc_00014,set_first_goal,False,
fw_acc_00014,customise_first_category,False,
fw_acc_00015,link_first_account,True,2024-09-16
fw_acc_00015,complete_profile_setup,True,2024-09-16
fw_acc_00015,view_first_spending_summary,True,2024-09-21
fw_acc_00015,link_second_account,True,2024-09-24
fw_acc_00015,set_first_goal,False,
fw_acc_00015,customise_first_category,False,
fw_acc_00016,link_first_account,True,2026-01-29
fw_acc_00016,complete_profile_setup,True,2026-01-30
fw_acc_00016,view_first_spending_summary,True,2026-02-02
fw_acc_00016,link_second_account,False,
fw_acc_00016,set_first_goal,True,2026-02-07
fw_acc_00016,customise_first_category,False,
fw_acc_00017,link_first_account,True,2025-11-27
fw_acc_00017,complete_profile_setup,True,2025-11-28
fw_acc_00017,view_first_spending_summary,True,2025-11-30
fw_acc_00017,link_second_account,False,
fw_acc_00017,set_first_goal,True,2025-12-01
fw_acc_00017,customise_first_category,False,
fw_acc_00018,link_first_account,True,2024-08-03
fw_acc_00018,complete_profile_setup,True,2024-08-04
fw_acc_00018,view_first_spending_summary,True,2024-08-05
fw_acc_00018,link_second_account,True,2024-08-09
fw_acc_00018,set_first_goal,True,2024-08-11
fw_acc_00018,customise_first_category,False,
fw_acc_00019,link_first_account,False,
fw_acc_00019,complete_profile_setup,True,2025-07-27
fw_acc_00019,view_first_spending_summary,False,
fw_acc_00019,link_second_account,False,
fw_acc_00019,set_first_goal,False,
fw_acc_00019,customise_first_category,False,
fw_acc_00020,link_first_account,True,2025-12-17
fw_acc_00020,complete_profile_setup,True,2025-12-19
fw_acc_00020,view_first_spending_summary,True,2025-12-19
fw_acc_00020,link_second_account,True,2025-12-23
fw_acc_00020,set_first_goal,False,
fw_acc_00020,customise_first_category,False,
fw_acc_00021,link_first_account,True,2026-01-16
fw_acc_00021,complete_profile_setup,True,2026-01-18
fw_acc_00021,view_first_spending_summary,False,
fw_acc_00021,link_second_account,False,
fw_acc_00021,set_first_goal,False,
fw_acc_00021,customise_first_category,False,
fw_acc_00022,link_first_account,True,2024-07-16
fw_acc_00022,complete_profile_setup,True,2024-07-17
fw_acc_00022,view_first_spending_summary,False,
fw_acc_00022,link_second_account,False,
fw_acc_00022,set_first_goal,False,
fw_acc_00022,customise_first_category,False,
fw_acc_00023,link_first_account,True,2025-02-22
fw_acc_00023,complete_profile_setup,True,2025-02-25
fw_acc_00023,view_first_spending_summary,True,2025-02-25
fw_acc_00023,link_second_account,True,2025-02-28
fw_acc_00023,set_first_goal,False,
fw_acc_00023,customise_first_category,False,
fw_acc_00024,link_first_account,True,2025-03-10
fw_acc_00024,complete_profile_setup,True,2025-03-13
fw_acc_00024,view_first_spending_summary,False,
fw_acc_00024,link_second_account,True,2025-03-15
fw_acc_00024,set_first_goal,False,
fw_acc_00024,customise_first_category,True,2025-03-15
fw_acc_00025,link_first_account,True,2024-11-01
fw_acc_00025,complete_profile_setup,True,2024-11-01
fw_acc_00025,view_first_spending_summary,True,2024-11-02
fw_acc_00025,link_second_account,True,2024-11-07
fw_acc_00025,set_first_goal,False,
fw_acc_00025,customise_first_category,False,
fw_acc_00026,link_first_account,True,2025-11-17
fw_acc_00026,complete_profile_setup,True,2025-11-21
fw_acc_00026,view_first_spending_summary,True,2025-11-25
fw_acc_00026,link_second_account,True,2025-11-25
fw_acc_00026,set_first_goal,False,
fw_acc_00026,customise_first_category,True,2025-11-29
fw_acc_00027,link_first_account,True,2025-01-17
fw_acc_00027,complete_profile_setup,True,2025-01-19
fw_acc_00027,view_first_spending_summary,False,
fw_acc_00027,link_second_account,True,2025-01-21
fw_acc_00027,set_first_goal,False,
fw_acc_00027,customise_first_category,False,
fw_acc_00028,link_first_account,True,2025-08-08
fw_acc_00028,complete_profile_setup,True,2025-08-08
fw_acc_00028,view_first_spending_summary,True,2025-08-13
fw_acc_00028,link_second_account,True,2025-08-16
fw_acc_00028,set_first_goal,False,
fw_acc_00028,customise_first_category,False,
fw_acc_00029,link_first_account,True,2024-09-23
fw_acc_00029,complete_profile_setup,True,2024-09-28
fw_acc_00029,view_first_spending_summary,False,
fw_acc_00029,link_second_account,False,
fw_acc_00029,set_first_goal,False,
fw_acc_00029,customise_first_category,False,
fw_acc_00030,link_first_account,False,
fw_acc_00030,complete_profile_setup,True,2025-01-03
fw_acc_00030,view_first_spending_summary,True,2025-01-03
fw_acc_00030,link_second_account,False,
fw_acc_00030,set_first_goal,True,2025-01-08
fw_acc_00030,customise_first_category,False,
fw_acc_00031,link_first_account,True,2024-09-03
fw_acc_00031,complete_profile_setup,True,2024-09-03
fw_acc_00031,view_first_spending_summary,True,2024-09-05
fw_acc_00031,link_second_account,True,2024-09-09
fw_acc_00031,set_first_goal,False,
fw_acc_00031,customise_first_category,False,
fw_acc_00032,link_first_account,True,2025-03-30
fw_acc_00032,complete_profile_setup,False,
fw_acc_00032,view_first_spending_summary,True,2025-04-03
fw_acc_00032,link_second_account,False,
fw_acc_00032,set_first_goal,False,
fw_acc_00032,customise_first_category,False,
fw_acc_00033,link_first_account,True,2024-09-15
fw_acc_00033,complete_profile_setup,True,2024-09-19
fw_acc_00033,view_first_spending_summary,True,2024-09-20
fw_acc_00033,link_second_account,True,2024-09-23
fw_acc_00033,set_first_goal,False,
fw_acc_00033,customise_first_category,True,2024-09-25
fw_acc_00034,link_first_account,True,2025-04-13
fw_acc_00034,complete_profile_setup,True,2025-04-13
fw_acc_00034,view_first_spending_summary,False,
fw_acc_00034,link_second_account,True,2025-04-15
fw_acc_00034,set_first_goal,False,
fw_acc_00034,customise_first_category,True,2025-04-15
fw_acc_00035,link_first_account,True,2024-04-10
fw_acc_00035,complete_profile_setup,True,2024-04-15
fw_acc_00035,view_first_spending_summary,False,
fw_acc_00035,link_second_account,False,
fw_acc_00035,set_first_goal,True,2024-04-17
fw_acc_00035,customise_first_category,False,
fw_acc_00036,link_first_account,False,
fw_acc_00036,complete_profile_setup,True,2025-07-15
fw_acc_00036,view_first_spending_summary,False,
fw_acc_00036,link_second_account,False,
fw_acc_00036,set_first_goal,False,
fw_acc_00036,customise_first_category,False,
fw_acc_00037,link_first_account,True,2025-12-25
fw_acc_00037,complete_profile_setup,False,
fw_acc_00037,view_first_spending_summary,True,2025-12-26
fw_acc_00037,link_second_account,False,
fw_acc_00037,set_first_goal,True,2025-12-27
fw_acc_00037,customise_first_category,False,
fw_acc_00038,link_first_account,True,2025-09-04
fw_acc_00038,complete_profile_setup,True,2025-09-06
fw_acc_00038,view_first_spending_summary,True,2025-09-11
fw_acc_00038,link_second_account,True,2025-09-15
fw_acc_00038,set_first_goal,False,
fw_acc_00038,customise_first_category,False,
fw_acc_00039,link_first_account,False,
fw_acc_00039,complete_profile_setup,True,2024-08-09
fw_acc_00039,view_first_spending_summary,False,
fw_acc_00039,link_second_account,True,2024-08-14
fw_acc_00039,set_first_goal,True,2024-08-14
fw_acc_00039,customise_first_category,False,
fw_acc_00040,link_first_account,False,
fw_acc_00040,complete_profile_setup,True,2026-01-07
fw_acc_00040,view_first_spending_summary,False,
fw_acc_00040,link_second_account,False,
fw_acc_00040,set_first_goal,False,
fw_acc_00040,customise_first_category,False,
fw_acc_00041,link_first_account,True,2024-05-26
fw_acc_00041,complete_profile_setup,True,2024-05-28
fw_acc_00041,view_first_spending_summary,True,2024-05-31
fw_acc_00041,link_second_account,False,
fw_acc_00041,set_first_goal,False,
fw_acc_00041,customise_first_category,False,
fw_acc_00042,link_first_account,False,
fw_acc_00042,complete_profile_setup,True,2025-03-15
fw_acc_00042,view_first_spending_summary,False,
fw_acc_00042,link_second_account,False,
fw_acc_00042,set_first_goal,False,
fw_acc_00042,customise_first_category,False,
fw_acc_00043,link_first_account,False,
fw_acc_00043,complete_profile_setup,True,2025-10-31
fw_acc_00043,view_first_spending_summary,True,2025-11-03
fw_acc_00043,link_second_account,False,
fw_acc_00043,set_first_goal,False,
fw_acc_00043,customise_first_category,False,
fw_acc_00044,link_first_account,False,
fw_acc_00044,complete_profile_setup,False,
fw_acc_00044,view_first_spending_summary,False,
fw_acc_00044,link_second_account,False,
fw_acc_00044,set_first_goal,False,
fw_acc_00044,customise_first_category,False,
fw_acc_00045,link_first_account,True,2025-01-02
fw_acc_00045,complete_profile_setup,True,2025-01-04
fw_acc_00045,view_first_spending_summary,True,2025-01-07
fw_acc_00045,link_second_account,False,
fw_acc_00045,set_first_goal,False,
fw_acc_00045,customise_first_category,True,2025-01-07
fw_acc_00046,link_first_account,True,2024-07-02
fw_acc_00046,complete_profile_setup,True,2024-07-02
fw_acc_00046,view_first_spending_summary,False,
fw_acc_00046,link_second_account,False,
fw_acc_00046,set_first_goal,False,
fw_acc_00046,customise_first_category,True,2024-07-06
fw_acc_00047,link_first_account,True,2024-09-11
fw_acc_00047,complete_profile_setup,True,2024-09-16
fw_acc_00047,view_first_spending_summary,False,
fw_acc_00047,link_second_account,False,
fw_acc_00047,set_first_goal,True,2024-09-19
fw_acc_00047,customise_first_category,False,
fw_acc_00048,link_first_account,True,2024-04-05
fw_acc_00048,complete_profile_setup,True,2024-04-08
fw_acc_00048,view_first_spending_summary,False,
fw_acc_00048,link_second_account,True,2024-04-11
fw_acc_00048,set_first_goal,False,
fw_acc_00048,customise_first_category,False,
fw_acc_00049,link_first_account,True,2025-04-16
fw_acc_00049,complete_profile_setup,True,2025-04-16
fw_acc_00049,view_first_spending_summary,True,2025-04-16
fw_acc_00049,link_second_account,True,2025-04-20
fw_acc_00049,set_first_goal,False,
fw_acc_00049,customise_first_category,False,
fw_acc_00050,link_first_account,False,
fw_acc_00050,complete_profile_setup,True,2025-01-25
fw_acc_00050,view_first_spending_summary,True,2025-01-28
fw_acc_00050,link_second_account,True,2025-01-31
fw_acc_00050,set_first_goal,False,
fw_acc_00050,customise_first_category,False,
fw_acc_00051,link_first_account,True,2025-05-02
fw_acc_00051,complete_profile_setup,True,2025-05-03
fw_acc_00051,view_first_spending_summary,False,
fw_acc_00051,link_second_account,True,2025-05-04
fw_acc_00051,set_first_goal,False,
fw_acc_00051,customise_first_category,False,
fw_acc_00052,link_first_account,True,2025-08-30
fw_acc_00052,complete_profile_setup,True,2025-08-30
fw_acc_00052,view_first_spending_summary,True,2025-09-02
fw_acc_00052,link_second_account,False,
fw_acc_00052,set_first_goal,False,
fw_acc_00052,customise_first_category,False,
fw_acc_00053,link_first_account,True,2025-07-28
fw_acc_00053,complete_profile_setup,True,2025-07-29
fw_acc_00053,view_first_spending_summary,True,2025-08-03
fw_acc_00053,link_second_account,True,2025-08-03
fw_acc_00053,set_first_goal,False,
fw_acc_00053,customise_first_category,False,
fw_acc_00054,link_first_account,True,2025-08-03
fw_acc_00054,complete_profile_setup,True,2025-08-08
fw_acc_00054,view_first_spending_summary,True,2025-08-12
fw_acc_00054,link_second_account,False,
fw_acc_00054,set_first_goal,True,2025-08-12
fw_acc_00054,customise_first_category,False,
fw_acc_00055,link_first_account,True,2025-11-02
fw_acc_00055,complete_profile_setup,True,2025-11-07
fw_acc_00055,view_first_spending_summary,True,2025-11-10
fw_acc_00055,link_second_account,False,
fw_acc_00055,set_first_goal,False,
fw_acc_00055,customise_first_category,False,
fw_acc_00056,link_first_account,False,
fw_acc_00056,complete_profile_setup,True,2025-10-15
fw_acc_00056,view_first_spending_summary,True,2025-10-19
fw_acc_00056,link_second_account,False,
fw_acc_00056,set_first_goal,True,2025-10-20
fw_acc_00056,customise_first_category,False,
fw_acc_00057,link_first_account,True,2024-11-21
fw_acc_00057,complete_profile_setup,True,2024-11-26
fw_acc_00057,view_first_spending_summary,False,
fw_acc_00057,link_second_account,True,2024-11-29
fw_acc_00057,set_first_goal,False,
fw_acc_00057,customise_first_category,False,
fw_acc_00058,link_first_account,False,
fw_acc_00058,complete_profile_setup,True,2024-10-17
fw_acc_00058,view_first_spending_summary,True,2024-10-19
fw_acc_00058,link_second_account,False,
fw_acc_00058,set_first_goal,False,
fw_acc_00058,customise_first_category,True,2024-10-22
fw_acc_00059,link_first_account,True,2024-11-22
fw_acc_00059,complete_profile_setup,True,2024-11-27
fw_acc_00059,view_first_spending_summary,True,2024-11-27
fw_acc_00059,link_second_account,False,
fw_acc_00059,set_first_goal,True,2024-12-01
fw_acc_00059,customise_first_category,False,
fw_acc_00060,link_first_account,True,2025-09-14
fw_acc_00060,complete_profile_setup,True,2025-09-15
fw_acc_00060,view_first_spending_summary,False,
fw_acc_00060,link_second_account,False,
fw_acc_00060,set_first_goal,False,
fw_acc_00060,customise_first_category,False,
fw_acc_00061,link_first_account,True,2024-12-17
fw_acc_00061,complete_profile_setup,True,2024-12-21
fw_acc_00061,view_first_spending_summary,False,
fw_acc_00061,link_second_account,False,
fw_acc_00061,set_first_goal,False,
fw_acc_00061,customise_first_category,False,
fw_acc_00062,link_first_account,True,2025-02-25
fw_acc_00062,complete_profile_setup,True,2025-03-01
fw_acc_00062,view_first_spending_summary,True,2025-03-06
fw_acc_00062,link_second_account,True,2025-03-08
fw_acc_00062,set_first_goal,True,2025-03-11
fw_acc_00062,customise_first_category,False,
fw_acc_00063,link_first_account,True,2025-07-09
fw_acc_00063,complete_profile_setup,True,2025-07-13
fw_acc_00063,view_first_spending_summary,True,2025-07-16
fw_acc_00063,link_second_account,False,
fw_acc_00063,set_first_goal,False,
fw_acc_00063,customise_first_category,False,
fw_acc_00064,link_first_account,True,2025-10-10
fw_acc_00064,complete_profile_setup,True,2025-10-12
fw_acc_00064,view_first_spending_summary,False,
fw_acc_00064,link_second_account,False,
fw_acc_00064,set_first_goal,False,
fw_acc_00064,customise_first_category,True,2025-10-17
fw_acc_00065,link_first_account,True,2024-12-04
fw_acc_00065,complete_profile_setup,True,2024-12-07
fw_acc_00065,view_first_spending_summary,False,
fw_acc_00065,link_second_account,False,
fw_acc_00065,set_first_goal,False,
fw_acc_00065,customise_first_category,False,
fw_acc_00066,link_first_account,True,2025-01-23
fw_acc_00066,complete_profile_setup,True,2025-01-27
fw_acc_00066,view_first_spending_summary,True,2025-02-01
fw_acc_00066,link_second_account,True,2025-02-03
fw_acc_00066,set_first_goal,False,
fw_acc_00066,customise_first_category,False,
fw_acc_00067,link_first_account,True,2024-04-22
fw_acc_00067,complete_profile_setup,True,2024-04-22
fw_acc_00067,view_first_spending_summary,True,2024-04-26
fw_acc_00067,link_second_account,False,
fw_acc_00067,set_first_goal,False,
fw_acc_00067,customise_first_category,False,
fw_acc_00068,link_first_account,True,2024-10-24
fw_acc_00068,complete_profile_setup,True,2024-10-25
fw_acc_00068,view_first_spending_summary,True,2024-10-26
fw_acc_00068,link_second_account,True,2024-10-27
fw_acc_00068,set_first_goal,False,
fw_acc_00068,customise_first_category,False,
fw_acc_00069,link_first_account,True,2025-10-24
fw_acc_00069,complete_profile_setup,False,
fw_acc_00069,view_first_spending_summary,False,
fw_acc_00069,link_second_account,False,
fw_acc_00069,set_first_goal,False,
fw_acc_00069,customise_first_category,False,
fw_acc_00070,link_first_account,False,
fw_acc_00070,complete_profile_setup,True,2025-01-29
fw_acc_00070,view_first_spending_summary,True,2025-02-03
fw_acc_00070,link_second_account,False,
fw_acc_00070,set_first_goal,True,2025-02-04
fw_acc_00070,customise_first_category,False,
fw_acc_00071,link_first_account,True,2024-03-18
fw_acc_00071,complete_profile_setup,True,2024-03-18
fw_acc_00071,view_first_spending_summary,False,
fw_acc_00071,link_second_account,False,
fw_acc_00071,set_first_goal,False,
fw_acc_00071,customise_first_category,True,2024-03-19
fw_acc_00072,link_first_account,True,2025-02-03
fw_acc_00072,complete_profile_setup,True,2025-02-04
fw_acc_00072,view_first_spending_summary,False,
fw_acc_00072,link_second_account,False,
fw_acc_00072,set_first_goal,True,2025-02-08
fw_acc_00072,customise_first_category,False,
fw_acc_00073,link_first_account,False,
fw_acc_00073,complete_profile_setup,True,2024-05-08
fw_acc_00073,view_first_spending_summary,False,
fw_acc_00073,link_second_account,True,2024-05-11
fw_acc_00073,set_first_goal,False,
fw_acc_00073,customise_first_category,True,2024-05-12
fw_acc_00074,link_first_account,True,2024-05-28
fw_acc_00074,complete_profile_setup,True,2024-05-31
fw_acc_00074,view_first_spending_summary,False,
fw_acc_00074,link_second_account,False,
fw_acc_00074,set_first_goal,False,
fw_acc_00074,customise_first_category,False,
fw_acc_00075,link_first_account,True,2025-11-19
fw_acc_00075,complete_profile_setup,True,2025-11-19
fw_acc_00075,view_first_spending_summary,True,2025-11-24
fw_acc_00075,link_second_account,True,2025-11-26
fw_acc_00075,set_first_goal,False,
fw_acc_00075,customise_first_category,False,
fw_acc_00076,link_first_account,True,2025-07-18
fw_acc_00076,complete_profile_setup,True,2025-07-22
fw_acc_00076,view_first_spending_summary,True,2025-07-25
fw_acc_00076,link_second_account,True,2025-07-26
fw_acc_00076,set_first_goal,False,
fw_acc_00076,customise_first_category,False,
fw_acc_00077,link_first_account,True,2025-11-24
fw_acc_00077,complete_profile_setup,True,2025-11-27
fw_acc_00077,view_first_spending_summary,False,
fw_acc_00077,link_second_account,True,2025-12-01
fw_acc_00077,set_first_goal,False,
fw_acc_00077,customise_first_category,False,
fw_acc_00078,link_first_account,True,2026-02-02
fw_acc_00078,complete_profile_setup,True,2026-02-02
fw_acc_00078,view_first_spending_summary,False,
fw_acc_00078,link_second_account,False,
fw_acc_00078,set_first_goal,True,2026-02-07
fw_acc_00078,customise_first_category,True,2026-02-11
fw_acc_00079,link_first_account,True,2025-03-03
fw_acc_00079,complete_profile_setup,True,2025-03-03
fw_acc_00079,view_first_spending_summary,True,2025-03-08
fw_acc_00079,link_second_account,False,
fw_acc_00079,set_first_goal,False,
fw_acc_00079,customise_first_category,False,
fw_acc_00080,link_first_account,True,2025-08-05
fw_acc_00080,complete_profile_setup,True,2025-08-08
fw_acc_00080,view_first_spending_summary,False,
fw_acc_00080,link_second_account,True,2025-08-10
fw_acc_00080,set_first_goal,False,
fw_acc_00080,customise_first_category,False,
fw_acc_00081,link_first_account,True,2024-06-26
fw_acc_00081,complete_profile_setup,True,2024-06-29
fw_acc_00081,view_first_spending_summary,True,2024-06-30
fw_acc_00081,link_second_account,False,
fw_acc_00081,set_first_goal,False,
fw_acc_00081,customise_first_category,False,
fw_acc_00082,link_first_account,False,
fw_acc_00082,complete_profile_setup,True,2025-08-16
fw_acc_00082,view_first_spending_summary,True,2025-08-16
fw_acc_00082,link_second_account,True,2025-08-16
fw_acc_00082,set_first_goal,False,
fw_acc_00082,customise_first_category,False,
fw_acc_00083,link_first_account,True,2024-10-06
fw_acc_00083,complete_profile_setup,True,2024-10-09
fw_acc_00083,view_first_spending_summary,False,
fw_acc_00083,link_second_account,True,2024-10-14
fw_acc_00083,set_first_goal,True,2024-10-19
fw_acc_00083,customise_first_category,False,
fw_acc_00084,link_first_account,False,
fw_acc_00084,complete_profile_setup,True,2024-10-15
fw_acc_00084,view_first_spending_summary,False,
fw_acc_00084,link_second_account,True,2024-10-15
fw_acc_00084,set_first_goal,True,2024-10-19
fw_acc_00084,customise_first_category,False,
fw_acc_00085,link_first_account,True,2025-04-15
fw_acc_00085,complete_profile_setup,True,2025-04-16
fw_acc_00085,view_first_spending_summary,True,2025-04-20
fw_acc_00085,link_second_account,False,
fw_acc_00085,set_first_goal,True,2025-04-22
fw_acc_00085,customise_first_category,False,
fw_acc_00086,link_first_account,True,2024-08-31
fw_acc_00086,complete_profile_setup,True,2024-09-02
fw_acc_00086,view_first_spending_summary,True,2024-09-03
fw_acc_00086,link_second_account,False,
fw_acc_00086,set_first_goal,False,
fw_acc_00086,customise_first_category,False,
fw_acc_00087,link_first_account,True,2025-12-18
fw_acc_00087,complete_profile_setup,True,2025-12-23
fw_acc_00087,view_first_spending_summary,False,
fw_acc_00087,link_second_account,False,
fw_acc_00087,set_first_goal,True,2025-12-25
fw_acc_00087,customise_first_category,False,
fw_acc_00088,link_first_account,True,2025-08-22
fw_acc_00088,complete_profile_setup,True,2025-08-22
fw_acc_00088,view_first_spending_summary,True,2025-08-26
fw_acc_00088,link_second_account,False,
fw_acc_00088,set_first_goal,False,
fw_acc_00088,customise_first_category,False,
fw_acc_00089,link_first_account,True,2025-05-03
fw_acc_00089,complete_profile_setup,True,2025-05-05
fw_acc_00089,view_first_spending_summary,False,
fw_acc_00089,link_second_account,False,
fw_acc_00089,set_first_goal,True,2025-05-09
fw_acc_00089,customise_first_category,False,
fw_acc_00090,link_first_account,True,2024-04-11
fw_acc_00090,complete_profile_setup,True,2024-04-15
fw_acc_00090,view_first_spending_summary,True,2024-04-17
fw_acc_00090,link_second_account,False,
fw_acc_00090,set_first_goal,False,
fw_acc_00090,customise_first_category,False,
fw_acc_00091,link_first_account,True,2025-09-28
fw_acc_00091,complete_profile_setup,True,2025-10-01
fw_acc_00091,view_first_spending_summary,True,2025-10-01
fw_acc_00091,link_second_account,False,
fw_acc_00091,set_first_goal,True,2025-10-03
fw_acc_00091,customise_first_category,False,
fw_acc_00092,link_first_account,True,2025-04-11
fw_acc_00092,complete_profile_setup,True,2025-04-11
fw_acc_00092,view_first_spending_summary,True,2025-04-16
fw_acc_00092,link_second_account,False,
fw_acc_00092,set_first_goal,False,
fw_acc_00092,customise_first_category,False,
fw_acc_00093,link_first_account,True,2024-12-05
fw_acc_00093,complete_profile_setup,True,2024-12-06
fw_acc_00093,view_first_spending_summary,True,2024-12-08
fw_acc_00093,link_second_account,False,
fw_acc_00093,set_first_goal,False,
fw_acc_00093,customise_first_category,False,
fw_acc_00094,link_first_account,False,
fw_acc_00094,complete_profile_setup,True,2026-01-26
fw_acc_00094,view_first_spending_summary,True,2026-01-29
fw_acc_00094,link_second_account,False,
fw_acc_00094,set_first_goal,False,
fw_acc_00094,customise_first_category,False,
fw_acc_00095,link_first_account,False,
fw_acc_00095,complete_profile_setup,True,2025-05-07
fw_acc_00095,view_first_spending_summary,True,2025-05-12
fw_acc_00095,link_second_account,True,2025-05-13
fw_acc_00095,set_first_goal,True,2025-05-18
fw_acc_00095,customise_first_category,True,2025-05-19
fw_acc_00096,link_first_account,True,2025-09-06
fw_acc_00096,complete_profile_setup,True,2025-09-08
fw_acc_00096,view_first_spending_summary,True,2025-09-10
fw_acc_00096,link_second_account,True,2025-09-14
fw_acc_00096,set_first_goal,True,2025-09-17
fw_acc_00096,customise_first_category,False,
fw_acc_00097,link_first_account,True,2025-06-02
fw_acc_00097,complete_profile_setup,True,2025-06-02
fw_acc_00097,view_first_spending_summary,True,2025-06-03
fw_acc_00097,link_second_account,True,2025-06-03
fw_acc_00097,set_first_goal,False,
fw_acc_00097,customise_first_category,False,
fw_acc_00098,link_first_account,True,2024-05-21
fw_acc_00098,complete_profile_setup,True,2024-05-24
fw_acc_00098,view_first_spending_summary,True,2024-05-26
fw_acc_00098,link_second_account,True,2024-05-28
fw_acc_00098,set_first_goal,False,
fw_acc_00098,customise_first_category,True,2024-06-02
fw_acc_00099,link_first_account,True,2024-11-26
fw_acc_00099,complete_profile_setup,True,2024-11-26
fw_acc_00099,view_first_spending_summary,True,2024-11-28
fw_acc_00099,link_second_account,False,
fw_acc_00099,set_first_goal,False,
fw_acc_00099,customise_first_category,False,
fw_acc_00100,link_first_account,True,2025-04-08
fw_acc_00100,complete_profile_setup,True,2025-04-09
fw_acc_00100,view_first_spending_summary,True,2025-04-12
fw_acc_00100,link_second_account,False,
fw_acc_00100,set_first_goal,False,
fw_acc_00100,customise_first_category,False,
fw_acc_00101,link_first_account,True,2025-09-12
fw_acc_00101,complete_profile_setup,True,2025-09-14
fw_acc_00101,view_first_spending_summary,True,2025-09-17
fw_acc_00101,link_second_account,False,
fw_acc_00101,set_first_goal,False,
fw_acc_00101,customise_first_category,False,
fw_acc_00102,link_first_account,True,2025-06-15
fw_acc_00102,complete_profile_setup,True,2025-06-17
fw_acc_00102,view_first_spending_summary,False,
fw_acc_00102,link_second_account,False,
fw_acc_00102,set_first_goal,False,
fw_acc_00102,customise_first_category,False,
