account_id,month,active_days,sessions,goals_active,transactions_categorised,transactions_uncategorised,notifications_sent,notifications_opened,support_tickets,support_ticket_category
fw_acc_00008,2025-09-01,0,0,0,31,14,0,0,0,none
fw_acc_00008,2025-10-01,0,0,0,28,13,0,0,0,none
fw_acc_00008,2025-11-01,0,0,0,38,12,0,0,1,account_sync
fw_acc_00008,2025-12-01,0,0,0,36,18,0,0,0,none
fw_acc_00008,2025-12-01,0,0,0,36,10,0,0,0,none
fw_acc_00008,2026-01-01,0,0,0,29,8,0,0,0,none
fw_acc_00009,2025-03-01,4,4,0,27,11,5,1,0,none
fw_acc_00009,2025-04-01,3,2,0,38,14,2,0,0,none
fw_acc_00009,2025-05-01,0,0,0,48,15,0,0,0,none
fw_acc_00009,2025-06-01,0,0,0,38,12,0,0,0,none
fw_acc_00009,2025-07-01,0,0,0,29,7,0,0,0,none
fw_acc_00009,2025-08-01,0,0,0,49,13,0,0,0,none
fw_acc_00009,2025-09-01,0,0,0,36,12,0,0,1,categorisation
fw_acc_00009,2025-10-01,0,0,0,22,8,0,0,0,none
fw_acc_00009,2025-11-01,0,0,0,39,13,0,0,0,none
fw_acc_00009,2025-12-01,0,0,0,30,12,0,0,0,none
fw_acc_00009,2025-12-01,0,0,0,27,10,0,0,0,none
fw_acc_00009,2026-01-01,0,0,0,37,12,0,0,0,none
fw_acc_00010,2025-07-01,5,3,0,34,15,4,1,0,none
fw_acc_00010,2025-08-01,4,3,0,33,9,4,1,0,none
fw_acc_00010,2025-09-01,5,2,0,51,13,2,0,0,none
fw_acc_00010,2025-10-01,1,1,0,32,10,1,0,0,none
fw_acc_00010,2025-11-01,0,0,0,37,9,0,0,0,none
fw_acc_00010,2025-12-01,0,0,0,28,9,0,0,0,none
fw_acc_00010,2025-12-01,0,0,0,34,10,0,0,0,none
fw_acc_00010,2026-01-01,0,0,0,40,14,0,0,0,none
fw_acc_00011,2025-10-01,4,3,0,65,21,4,1,0,none
fw_acc_00011,2025-11-01,5,3,0,42,15,4,1,0,none
fw_acc_00011,2025-12-01,0,0,0,21,5,0,0,0,none
fw_acc_00011,2025-12-01,0,0,0,35,12,0,0,0,none
fw_acc_00011,2026-01-01,0,0,0,27,12,0,0,0,none
fw_acc_00012,2025-12-01,1,1,0,36,10,1,0,0,none
fw_acc_00012,2026-01-01,9,4,0,48,16,5,1,0,none
fw_acc_00013,2025-11-01,6,4,0,49,22,5,1,0,none
fw_acc_00013,2025-12-01,2,1,0,48,18,1,0,0,none
fw_acc_00013,2025-12-01,2,2,0,23,9,2,0,0,none
fw_acc_00013,2026-01-01,0,0,0,26,6,0,0,0,none
fw_acc_00014,2025-06-01,7,4,0,37,12,5,1,0,none
fw_acc_00014,2025-07-01,6,3,0,29,11,4,1,0,none
fw_acc_00014,2025-08-01,3,2,0,20,7,2,0,0,none
fw_acc_00014,2025-09-01,1,1,0,46,22,1,0,0,none
fw_acc_00014,2025-10-01,0,0,0,46,17,0,0,1,account_sync
fw_acc_00014,2025-11-01,0,0,0,30,6,0,0,1,categorisation
fw_acc_00014,2025-12-01,0,0,0,29,12,0,0,0,none
fw_acc_00014,2025-12-01,0,0,0,54,24,0,0,0,none
fw_acc_00014,2026-01-01,0,0,0,17,5,0,0,0,none
fw_acc_00015,2025-03-01,6,5,0,29,7,7,2,0,none
fw_acc_00015,2025-04-01,8,3,0,29,10,4,1,0,none
fw_acc_00015,2025-05-01,0,0,0,12,5,0,0,0,none
fw_acc_00015,2025-06-01,0,0,0,24,7,0,0,0,none
fw_acc_00015,2025-07-01,0,0,0,41,14,0,0,0,none
fw_acc_00015,2025-08-01,0,0,0,29,9,0,0,0,none
fw_acc_00015,2025-09-01,0,0,0,40,9,0,0,0,none
fw_acc_00015,2025-10-01,0,0,0,32,14,0,0,0,none
fw_acc_00015,2025-11-01,0,0,0,28,11,0,0,0,none
fw_acc_00015,2025-12-01,0,0,0,51,20,0,0,0,none
fw_acc_00015,2025-12-01,0,0,0,13,3,0,0,0,none
fw_acc_00015,2026-01-01,0,0,0,48,19,0,0,0,none
fw_acc_00016,2026-01-01,14,8,2,52,6,11,4,0,none
fw_acc_00017,2025-12-01,19,9,2,18,1,12,4,0,none
fw_acc_00017,2025-12-01,28,14,2,37,2,19,7,0,none
fw_acc_00017,2026-01-01,10,6,2,26,1,8,2,0,none
fw_acc_00018,2025-03-01,28,11,0,17,2,15,6,0,none
fw_acc_00018,2025-04-01,8,4,0,56,8,5,1,0,none
fw_acc_00018,2025-05-01,7,5,0,31,2,7,2,0,none
fw_acc_00018,2025-06-01,7,4,0,39,3,5,1,0,none
fw_acc_00018,2025-07-01,9,5,0,36,2,7,2,0,none
fw_acc_00018,2025-08-01,5,4,0,57,7,5,1,0,none
fw_acc_00018,2025-09-01,5,3,0,23,2,4,1,0,none
fw_acc_00018,2025-10-01,5,4,0,38,3,5,1,0,none
fw_acc_00018,2025-11-01,6,4,0,38,6,5,1,0,none
fw_acc_00018,2025-12-01,5,4,0,47,4,5,0,0,none
fw_acc_00018,2025-12-01,6,3,0,46,5,4,0,0,none
fw_acc_00018,2026-01-01,7,4,0,28,3,5,0,0,none
fw_acc_00019,2025-08-01,1,6,0,49,12,8,2,0,none
fw_acc_00019,2025-09-01,1,1,0,10,3,1,0,0,none
fw_acc_00019,2025-10-01,0,0,0,30,8,0,0,0,none
fw_acc_00019,2025-11-01,0,0,0,32,14,0,0,0,none
fw_acc_00019,2025-12-01,0,0,0,38,11,0,0,1,categorisation
fw_acc_00019,2025-12-01,0,0,0,36,12,0,0,0,none
fw_acc_00019,2026-01-01,0,0,0,9,3,0,0,0,none
fw_acc_00020,2025-12-01,15,7,0,49,4,9,3,0,none
fw_acc_00020,2026-01-01,5,4,0,60,8,5,1,0,none
fw_acc_00021,2026-01-01,5,3,0,34,8,4,0,0,none
fw_acc_00022,2025-03-01,0,0,0,37,14,0,0,0,none
fw_acc_00022,2025-04-01,1,1,0,14,5,1,0,0,none
fw_acc_00022,2025-05-01,0,0,0,35,10,0,0,0,none
fw_acc_00022,2025-06-01,0,0,0,44,13,0,0,0,none
fw_acc_00022,2025-07-01,0,0,0,30,8,0,0,0,none
fw_acc_00022,2025-08-01,0,0,0,41,17,0,0,0,none
fw_acc_00022,2025-09-01,0,0,0,22,8,0,0,0,none
fw_acc_00022,2025-10-01,0,0,0,26,5,0,0,1,billing
fw_acc_00022,2025-11-01,0,0,0,14,5,0,0,0,none
fw_acc_00022,2025-12-01,0,0,0,42,17,0,0,0,none
fw_acc_00022,2025-12-01,0,0,0,31,10,0,0,1,account_sync
fw_acc_00022,2026-01-01,0,0,0,28,6,0,0,0,none
fw_acc_00023,2025-03-01,5,3,0,32,9,4,1,0,none
fw_acc_00023,2025-04-01,6,3,0,15,5,4,1,0,none
fw_acc_00023,2025-05-01,1,1,0,39,8,1,0,0,none
fw_acc_00023,2025-06-01,0,0,0,45,14,0,0,0,none
fw_acc_00023,2025-07-01,0,0,0,17,4,0,0,0,none
fw_acc_00023,2025-08-01,0,0,0,49,21,0,0,1,categorisation
fw_acc_00023,2025-09-01,0,0,0,38,16,0,0,0,none
fw_acc_00023,2025-10-01,0,0,0,42,17,0,0,1,categorisation
fw_acc_00023,2025-11-01,0,0,0,32,13,0,0,0,none
fw_acc_00023,2025-12-01,0,0,0,42,11,0,0,0,none
fw_acc_00023,2025-12-01,0,0,0,13,4,0,0,0,none
fw_acc_00023,2026-01-01,0,0,0,43,16,0,0,0,none
fw_acc_00024,2025-03-01,8,4,0,33,10,5,1,0,none
fw_acc_00024,2025-04-01,1,2,0,33,11,2,0,0,none
fw_acc_00024,2025-05-01,0,0,0,39,8,0,0,0,none
fw_acc_00024,2025-06-01,0,0,0,31,12,0,0,0,none
fw_acc_00024,2025-07-01,0,0,0,37,17,0,0,0,none
fw_acc_00024,2025-08-01,0,0,0,30,12,0,0,0,none
fw_acc_00024,2025-09-01,0,0,0,31,13,0,0,1,billing
fw_acc_00024,2025-10-01,0,0,0,31,11,0,0,0,none
fw_acc_00024,2025-11-01,0,0,0,34,12,0,0,0,none
fw_acc_00024,2025-12-01,0,0,0,30,10,0,0,0,none
fw_acc_00024,2025-12-01,0,0,0,34,9,0,0,0,none
fw_acc_00024,2026-01-01,0,0,0,27,9,0,0,0,none
fw_acc_00025,2025-03-01,10,4,0,44,5,5,2,0,none
fw_acc_00025,2025-04-01,10,6,0,52,6,8,3,0,none
fw_acc_00025,2025-05-01,15,7,0,44,6,9,3,0,none
fw_acc_00025,2025-06-01,8,5,0,26,3,7,2,0,none
fw_acc_00025,2025-07-01,2,4,0,32,4,5,1,0,none
fw_acc_00025,2025-08-01,2,2,0,48,6,2,0,0,none
fw_acc_00025,2025-09-01,7,3,0,43,1,4,1,0,none
fw_acc_00025,2025-10-01,2,2,0,38,2,2,0,0,none
fw_acc_00025,2025-11-01,2,1,0,37,5,1,0,0,none
fw_acc_00025,2025-12-01,3,2,0,50,2,2,0,0,none
fw_acc_00025,2025-12-01,3,2,0,23,1,2,0,0,none
fw_acc_00025,2026-01-01,1,1,0,40,4,1,0,0,none
fw_acc_00026,2025-12-01,5,5,0,51,23,7,2,0,none
fw_acc_00026,2025-12-01,5,3,0,19,7,4,1,0,none
fw_acc_00026,2026-01-01,1,1,0,53,15,1,0,0,none
fw_acc_00027,2025-03-01,7,4,0,68,10,5,2,0,none
fw_acc_00027,2025-04-01,4,2,0,46,3,2,0,0,none
fw_acc_00027,2025-05-01,12,8,0,34,4,11,3,0,none
fw_acc_00027,2025-06-01,15,8,0,41,4,11,3,0,none
fw_acc_00027,2025-07-01,1,1,0,37,3,1,0,0,none
fw_acc_00027,2025-08-01,3,3,0,38,4,4,1,0,none
fw_acc_00027,2025-09-01,1,1,0,34,1,1,0,0,none
fw_acc_00027,2025-10-01,5,3,0,53,5,4,0,0,none
fw_acc_00027,2025-11-01,4,3,0,43,3,4,0,0,none
fw_acc_00027,2025-12-01,5,3,0,59,6,4,0,0,none
fw_acc_00027,2025-12-01,4,3,0,49,3,4,0,0,none
fw_acc_00027,2026-01-01,3,3,0,35,2,4,0,0,none
fw_acc_00028,2025-09-01,17,6,0,60,9,8,3,0,none
fw_acc_00028,2025-10-01,7,4,0,54,5,5,1,0,none
fw_acc_00028,2025-11-01,1,1,0,42,1,1,0,0,none
fw_acc_00028,2025-12-01,10,6,0,62,2,8,2,0,none
fw_acc_00028,2025-12-01,13,7,0,39,4,9,2,0,none
fw_acc_00028,2026-01-01,7,4,0,54,6,5,1,0,none
fw_acc_00029,2025-03-01,3,3,0,27,8,4,1,0,none
fw_acc_00029,2025-04-01,5,3,0,28,12,4,1,0,none
fw_acc_00029,2025-05-01,4,2,0,29,10,2,0,0,none
fw_acc_00029,2025-06-01,0,0,0,49,11,0,0,0,none
fw_acc_00029,2025-07-01,0,0,0,39,17,0,0,0,none
fw_acc_00029,2025-08-01,0,0,0,40,18,0,0,0,none
fw_acc_00029,2025-09-01,0,0,0,33,14,0,0,1,feature_request
fw_acc_00029,2025-10-01,0,0,0,18,8,0,0,0,none
fw_acc_00029,2025-11-01,0,0,0,30,6,0,0,1,billing
fw_acc_00029,2025-12-01,0,0,0,30,7,0,0,1,billing
fw_acc_00029,2025-12-01,0,0,0,31,7,0,0,0,none
fw_acc_00029,2026-01-01,0,0,0,32,14,0,0,0,none
fw_acc_00030,2025-03-01,27,11,3,50,7,15,6,0,none
fw_acc_00030,2025-04-01,10,8,3,38,4,11,4,0,none
fw_acc_00030,2025-05-01,9,7,3,50,3,9,3,0,none
fw_acc_00030,2025-06-01,7,4,3,35,3,5,1,0,none
fw_acc_00030,2025-07-01,6,5,3,38,3,7,2,0,none
fw_acc_00030,2025-08-01,8,5,3,20,2,7,1,0,none
fw_acc_00030,2025-09-01,10,5,3,41,5,7,1,0,none
fw_acc_00030,2025-10-01,5,2,3,16,0,2,0,0,none
fw_acc_00030,2025-11-01,8,3,3,67,3,4,0,0,none
fw_acc_00030,2025-12-01,5,4,3,52,5,5,0,0,none
fw_acc_00030,2025-12-01,3,2,3,41,6,2,0,0,none
fw_acc_00030,2026-01-01,9,5,3,53,3,7,0,0,none
fw_acc_00031,2025-03-01,7,5,0,45,3,7,2,0,none
fw_acc_00031,2025-04-01,8,4,0,36,2,5,1,0,none
fw_acc_00031,2025-05-01,0,0,0,28,1,0,0,0,none
fw_acc_00031,2025-06-01,1,1,0,37,4,1,0,0,none
fw_acc_00031,2025-07-01,1,1,0,46,2,1,0,0,none
fw_acc_00031,2025-08-01,0,0,0,16,2,0,0,0,none
fw_acc_00031,2025-09-01,1,1,0,65,4,1,0,0,none
fw_acc_00031,2025-10-01,1,1,0,36,4,1,0,0,none
fw_acc_00031,2025-11-01,1,1,0,33,4,1,0,0,none
fw_acc_00031,2025-12-01,0,0,0,54,2,0,0,0,none
fw_acc_00031,2025-12-01,0,0,0,44,6,0,0,0,none
fw_acc_00031,2026-01-01,0,0,0,34,1,0,0,0,none
fw_acc_00032,2025-04-01,6,4,0,37,9,5,1,0,none
fw_acc_00032,2025-05-01,5,2,0,37,8,2,0,0,none
fw_acc_00032,2025-06-01,5,2,0,28,7,2,0,0,none
fw_acc_00032,2025-07-01,1,1,0,42,13,1,0,0,none
fw_acc_00032,2025-08-01,0,0,0,25,7,0,0,0,none
fw_acc_00032,2025-09-01,0,0,0,16,7,0,0,0,none
fw_acc_00032,2025-10-01,0,0,0,19,7,0,0,0,none
fw_acc_00032,2025-11-01,0,0,0,38,9,0,0,0,none
fw_acc_00032,2025-12-01,0,0,0,22,6,0,0,0,none
fw_acc_00032,2025-12-01,0,0,0,29,6,0,0,1,account_sync
fw_acc_00032,2026-01-01,0,0,0,32,15,0,0,0,none
fw_acc_00033,2025-03-01,1,4,0,53,7,5,2,0,none
fw_acc_00033,2025-04-01,11,7,0,50,6,9,3,0,none
fw_acc_00033,2025-05-01,5,3,0,25,3,4,1,0,none
fw_acc_00033,2025-06-01,8,4,0,46,7,5,1,0,none
fw_acc_00033,2025-07-01,4,2,0,64,6,2,0,0,none
fw_acc_00033,2025-08-01,4,4,0,44,5,5,1,0,none
fw_acc_00033,2025-09-01,8,6,0,53,2,8,2,0,none
fw_acc_00033,2025-10-01,5,4,0,35,2,5,1,0,none
fw_acc_00033,2025-11-01,3,2,0,63,7,2,0,0,none
fw_acc_00033,2025-12-01,1,2,0,38,2,2,0,0,none
fw_acc_00033,2025-12-01,7,3,0,32,3,4,0,0,none
fw_acc_00033,2026-01-01,3,2,0,45,4,2,0,0,none
fw_acc_00034,2025-05-01,11,6,0,45,16,8,2,0,none
fw_acc_00034,2025-06-01,3,2,0,37,17,2,0,0,none
fw_acc_00034,2025-07-01,1,1,0,31,7,1,0,0,none
fw_acc_00034,2025-08-01,1,1,0,39,11,1,0,1,categorisation
fw_acc_00034,2025-09-01,0,0,0,28,7,0,0,0,none
fw_acc_00034,2025-10-01,0,0,0,20,7,0,0,0,none
fw_acc_00034,2025-11-01,0,0,0,15,6,0,0,0,none
fw_acc_00034,2025-12-01,0,0,0,21,5,0,0,0,none
fw_acc_00034,2025-12-01,0,0,0,34,17,0,0,1,categorisation
fw_acc_00034,2026-01-01,0,0,0,57,22,0,0,1,billing
fw_acc_00035,2025-03-01,17,9,1,40,2,12,4,0,none
fw_acc_00035,2025-04-01,13,5,1,34,1,7,2,0,none
fw_acc_00035,2025-05-01,17,9,1,52,3,12,4,0,none
fw_acc_00035,2025-06-01,8,9,1,31,1,12,4,0,none
fw_acc_00035,2025-07-01,7,3,1,48,2,4,1,0,none
fw_acc_00035,2025-08-01,9,5,1,31,4,7,1,0,none
fw_acc_00035,2025-09-01,5,4,1,39,4,5,1,0,none
fw_acc_00035,2025-10-01,11,7,1,74,7,9,2,0,none
fw_acc_00035,2025-11-01,2,3,1,23,3,4,0,0,none
fw_acc_00035,2025-12-01,5,4,1,36,1,5,0,0,none
fw_acc_00035,2025-12-01,5,3,1,51,8,4,0,0,none
fw_acc_00035,2026-01-01,8,3,1,39,1,4,0,0,none
fw_acc_00036,2025-08-01,5,3,0,17,7,4,1,0,none
fw_acc_00036,2025-09-01,5,5,0,31,13,7,1,1,account_sync
fw_acc_00036,2025-10-01,0,0,0,68,20,0,0,0,none
fw_acc_00036,2025-11-01,0,0,0,17,4,0,0,0,none
fw_acc_00036,2025-12-01,0,0,0,29,8,0,0,1,categorisation
fw_acc_00036,2025-12-01,0,0,0,30,10,0,0,0,none
fw_acc_00036,2026-01-01,0,0,0,56,12,0,0,0,none
fw_acc_00037,2025-12-01,8,5,2,27,1,7,2,0,none
fw_acc_00037,2026-01-01,19,8,2,38,4,11,4,0,none
fw_acc_00038,2025-10-01,9,6,0,22,6,8,2,0,none
fw_acc_00038,2025-11-01,7,4,0,34,11,5,1,0,none
fw_acc_00038,2025-12-01,4,2,0,29,8,2,0,0,none
fw_acc_00038,2025-12-01,0,0,0,42,12,0,0,0,none
fw_acc_00038,2026-01-01,0,0,0,32,7,0,0,0,none
fw_acc_00039,2025-03-01,24,12,3,53,6,16,6,0,none
fw_acc_00039,2025-04-01,28,20,3,28,4,28,10,0,none
fw_acc_00039,2025-05-01,17,10,3,69,6,14,5,0,none
fw_acc_00039,2025-06-01,20,11,3,41,5,15,5,0,none
fw_acc_00039,2025-07-01,19,12,3,40,5,16,4,0,none
fw_acc_00039,2025-08-01,16,10,3,49,2,14,3,0,none
fw_acc_00039,2025-09-01,15,6,3,71,6,8,2,0,none
fw_acc_00039,2025-10-01,12,5,3,38,6,7,1,0,none
fw_acc_00039,2025-11-01,8,8,3,56,6,11,2,0,none
fw_acc_00039,2025-12-01,11,6,3,43,6,8,1,0,none
fw_acc_00039,2025-12-01,2,3,3,52,2,4,0,0,none
fw_acc_00039,2026-01-01,1,1,3,41,3,1,0,0,none
fw_acc_00040,2026-01-01,10,5,0,50,11,7,0,0,none
fw_acc_00041,2025-03-01,9,4,0,48,17,5,1,0,none
fw_acc_00041,2025-04-01,0,0,0,47,19,0,0,0,none
fw_acc_00041,2025-05-01,2,2,0,50,21,2,0,0,none
fw_acc_00041,2025-06-01,1,1,0,28,9,1,0,0,none
fw_acc_00041,2025-07-01,0,0,0,34,10,0,0,0,none
fw_acc_00041,2025-08-01,0,0,0,25,10,0,0,0,none
fw_acc_00041,2025-09-01,0,0,0,28,10,0,0,1,categorisation
fw_acc_00041,2025-10-01,0,0,0,32,14,0,0,0,none
fw_acc_00041,2025-11-01,0,0,0,48,15,0,0,0,none
fw_acc_00041,2025-12-01,0,0,0,52,14,0,0,0,none
fw_acc_00041,2025-12-01,0,0,0,40,9,0,0,0,none
fw_acc_00041,2026-01-01,0,0,0,35,12,0,0,0,none
fw_acc_00042,2025-04-01,4,4,0,28,12,5,1,0,none
fw_acc_00042,2025-05-01,3,2,0,33,11,2,0,0,none
fw_acc_00042,2025-06-01,0,0,0,37,15,0,0,0,none
fw_acc_00042,2025-07-01,0,0,0,42,16,0,0,0,none
fw_acc_00042,2025-08-01,0,0,0,33,12,0,0,1,categorisation
fw_acc_00042,2025-09-01,0,0,0,52,14,0,0,0,none
fw_acc_00042,2025-10-01,0,0,0,19,8,0,0,0,none
fw_acc_00042,2025-11-01,0,0,0,31,13,0,0,0,none
fw_acc_00042,2025-12-01,0,0,0,43,9,0,0,0,none
fw_acc_00042,2025-12-01,0,0,0,36,15,0,0,0,none
fw_acc_00042,2026-01-01,0,0,0,23,7,0,0,0,none
fw_acc_00043,2025-11-01,11,5,0,40,8,7,2,0,none
fw_acc_00043,2025-12-01,4,3,0,25,11,4,1,0,none
fw_acc_00043,2025-12-01,0,0,0,21,9,0,0,0,none
fw_acc_00043,2026-01-01,0,0,0,21,5,0,0,0,none
fw_acc_00044,2025-07-01,17,6,0,41,2,8,3,0,none
fw_acc_00044,2025-08-01,4,2,0,54,7,2,0,0,none
fw_acc_00044,2025-09-01,2,1,0,28,2,1,0,0,none
fw_acc_00044,2025-10-01,2,1,0,18,2,1,0,0,none
fw_acc_00044,2025-11-01,0,1,0,24,3,1,0,0,none
fw_acc_00044,2025-12-01,1,1,0,40,3,1,0,0,none
fw_acc_00044,2025-12-01,0,0,0,41,3,0,0,0,none
fw_acc_00044,2026-01-01,2,1,0,38,4,1,0,0,none
fw_acc_00045,2025-03-01,9,4,0,51,15,5,1,0,none
fw_acc_00045,2025-04-01,6,3,0,41,10,4,1,0,none
fw_acc_00045,2025-05-01,4,2,0,39,12,2,0,0,none
fw_acc_00045,2025-06-01,2,1,0,23,9,1,0,0,none
fw_acc_00045,2025-07-01,0,0,0,23,9,0,0,0,none
fw_acc_00045,2025-08-01,0,0,0,28,13,0,0,0,none
fw_acc_00045,2025-09-01,0,0,0,41,11,0,0,0,none
fw_acc_00045,2025-10-01,0,0,0,29,10,0,0,0,none
fw_acc_00045,2025-11-01,0,0,0,32,7,0,0,0,none
fw_acc_00045,2025-12-01,0,0,0,28,14,0,0,0,none
fw_acc_00045,2025-12-01,0,0,0,27,7,0,0,0,none
fw_acc_00045,2026-01-01,0,0,0,15,4,0,0,1,feature_request
fw_acc_00046,2025-03-01,5,4,0,23,9,5,1,0,none
fw_acc_00046,2025-04-01,3,3,0,33,16,4,1,0,none
fw_acc_00046,2025-05-01,0,0,0,17,8,0,0,0,none
fw_acc_00046,2025-06-01,0,0,0,48,22,0,0,0,none
fw_acc_00046,2025-07-01,0,0,0,34,11,0,0,0,none
fw_acc_00046,2025-08-01,0,0,0,48,18,0,0,0,none
fw_acc_00046,2025-09-01,0,0,0,39,9,0,0,0,none
fw_acc_00046,2025-10-01,0,0,0,40,18,0,0,0,none
fw_acc_00046,2025-11-01,0,0,0,46,10,0,0,0,none
fw_acc_00046,2025-12-01,0,0,0,19,5,0,0,0,none
fw_acc_00046,2025-12-01,0,0,0,35,15,0,0,0,none
fw_acc_00046,2026-01-01,0,0,0,46,11,0,0,0,none
fw_acc_00047,2025-03-01,3,7,3,38,5,9,3,0,none
fw_acc_00047,2025-04-01,28,11,3,40,4,15,5,0,none
fw_acc_00047,2025-05-01,23,8,3,66,4,11,3,0,none
fw_acc_00047,2025-06-01,8,5,3,64,3,7,2,0,none
fw_acc_00047,2025-07-01,19,7,3,45,5,9,2,1,account_sync
fw_acc_00047,2025-08-01,19,11,3,33,4,15,4,0,none
fw_acc_00047,2025-09-01,10,6,3,50,5,8,2,0,none
fw_acc_00047,2025-10-01,13,6,3,37,2,8,1,0,none
fw_acc_00047,2025-11-01,9,5,3,50,7,7,1,0,none
fw_acc_00047,2025-12-01,5,3,3,66,7,4,0,0,none
fw_acc_00047,2025-12-01,10,5,3,35,4,7,1,0,none
fw_acc_00047,2026-01-01,5,2,3,42,5,2,0,0,none
fw_acc_00048,2025-03-01,11,7,0,27,2,9,3,0,none
fw_acc_00048,2025-04-01,12,7,0,49,4,9,3,0,none
fw_acc_00048,2025-05-01,1,1,0,62,7,1,0,0,none
fw_acc_00048,2025-06-01,2,1,0,12,0,1,0,0,none
fw_acc_00048,2025-07-01,0,0,0,41,1,0,0,0,none
fw_acc_00048,2025-08-01,0,0,0,36,1,0,0,0,none
fw_acc_00048,2025-09-01,0,0,0,50,2,0,0,0,none
fw_acc_00048,2025-10-01,0,0,0,38,2,0,0,0,none
fw_acc_00048,2025-11-01,0,0,0,35,5,0,0,0,none
fw_acc_00048,2025-12-01,0,0,0,49,5,0,0,0,none
fw_acc_00048,2025-12-01,0,0,0,50,5,0,0,0,none
fw_acc_00048,2026-01-01,0,0,0,14,1,0,0,0,none
